order_datetime,item_name,category,qty,price
2022-01-07,Grilled Vegetables,Side Dishes,3,5.0
2022-01-07,Cheese Fries,Starters,2,5.0
2022-01-07,Side Salad,Side Dishes,5,3.0
2022-01-07,Side Salad,Side Dishes,1,3.0
2022-01-08,Lemonade,Drinks,1,3.0
2022-01-08,Orange Juice,Drinks,5,3.0
2022-01-08,Sweet Potato Fries,Starters,3,5.0
2022-01-08,Chicken Melt,Starters,2,8.0
2022-01-08,Grilled Chicken,Main Dishes,3,15.0
2022-01-08,Fruit Salad,Desserts,1,4.0
2022-01-08,Side Salad,Side Dishes,3,3.0
2022-01-08,Nachos Grande,Starters,3,10.0
2022-01-08,Water,Drinks,5,1.0
2022-01-08,Coca Cola,Drinks,5,2.5
2022-01-08,Onion Rings,Side Dishes,1,5.0
2022-01-08,Chocolate Cake,Desserts,3,6.0
2022-01-08,Mashed Potatoes,Side Dishes,4,4.0
2022-01-08,Ice Cream,Desserts,3,5.0
2022-01-08,Salmon,Main Dishes,4,18.0
2022-01-08,Chocolate Cake,Desserts,4,6.0
2022-01-08,Chocolate Cake,Desserts,5,6.0
2022-01-08,Chocolate Cake,Desserts,1,6.0
2022-01-09,Beef Chili,Starters,4,7.0
2022-01-09,Coca Cola,Drinks,5,2.5
2022-01-09,Orange Juice,Drinks,1,3.0
2022-01-09,Orange Juice,Drinks,3,3.0
2022-01-09,Ice Cream,Desserts,4,5.0
2022-01-09,Coca Cola,Drinks,3,2.5
2022-01-09,Grilled Vegetables,Side Dishes,5,5.0
2022-01-09,Cheese Fries,Starters,3,5.0
2022-01-09,French Fries,Starters,1,4.0
2022-01-09,Steak,Main Dishes,3,20.0
2022-01-09,Orange Juice,Drinks,1,3.0
2022-01-09,Lemonade,Drinks,5,3.0
2022-01-09,Side Salad,Side Dishes,4,3.0
2022-01-09,Ice Cream,Desserts,1,5.0
2022-01-09,Water,Drinks,2,1.0
2022-01-09,Chocolate Cake,Desserts,2,6.0
2022-01-09,Cheesecake,Desserts,3,7.0
2022-01-09,Grilled Vegetables,Side Dishes,1,5.0
2022-01-09,Garlic Bread,Side Dishes,2,4.0
2022-01-09,Steak,Main Dishes,4,20.0
2022-01-09,Side Salad,Side Dishes,1,3.0
2022-01-09,Fruit Salad,Desserts,5,4.0
2022-01-09,Mashed Potatoes,Side Dishes,1,4.0
2022-01-09,Cheesecake,Desserts,1,7.0
2022-01-09,French Fries,Starters,5,4.0
2022-01-10,Salmon,Main Dishes,1,18.0
2022-01-10,Sweet Potato Fries,Starters,5,5.0
2022-01-10,Coca Cola,Drinks,3,2.5
2022-01-10,Cheese Fries,Starters,1,5.0
2022-01-10,Chicken Melt,Starters,5,8.0
2022-01-10,Brownie,Desserts,2,6.0
2022-01-10,Salmon,Main Dishes,1,18.0
2022-01-10,Iced Tea,Drinks,3,2.5
2022-01-10,Ice Cream,Desserts,4,5.0
2022-01-10,Cheese Fries,Starters,2,5.0
2022-01-10,Orange Juice,Drinks,2,3.0
2022-01-10,French Fries,Starters,2,4.0
2022-01-10,Grilled Chicken,Main Dishes,3,15.0
2022-01-10,Orange Juice,Drinks,1,3.0
2022-01-10,Chicken Melt,Starters,5,8.0
2022-01-10,French Fries,Starters,3,4.0
2022-01-10,Onion Rings,Side Dishes,4,5.0
2022-01-11,Mashed Potatoes,Side Dishes,4,4.0
2022-01-11,Mashed Potatoes,Side Dishes,3,4.0
2022-01-11,Onion Rings,Side Dishes,1,5.0
2022-01-11,Water,Drinks,2,1.0
2022-01-11,Lemonade,Drinks,1,3.0
2022-01-11,Side Salad,Side Dishes,4,3.0
2022-01-11,Pasta Alfredo,Main Dishes,3,12.0
2022-01-11,French Fries,Starters,4,4.0
2022-01-11,Salmon,Main Dishes,5,18.0
2022-01-11,Grilled Vegetables,Side Dishes,4,5.0
2022-01-11,Beef Chili,Starters,5,7.0
2022-01-11,Ice Cream,Desserts,5,5.0
2022-01-11,Orange Juice,Drinks,2,3.0
2022-01-11,Grilled Vegetables,Side Dishes,3,5.0
2022-01-11,Fruit Salad,Desserts,5,4.0
2022-01-11,Onion Rings,Side Dishes,5,5.0
2022-01-11,Lemonade,Drinks,4,3.0
2022-01-11,Beef Chili,Starters,5,7.0
2022-01-11,Pasta Alfredo,Main Dishes,2,12.0
2022-01-11,Salmon,Main Dishes,4,18.0
2022-01-11,Water,Drinks,4,1.0
2022-01-11,Chocolate Cake,Desserts,5,6.0
2022-01-11,Steak,Main Dishes,4,20.0
2022-01-11,Grilled Vegetables,Side Dishes,5,5.0
2022-01-11,French Fries,Starters,5,4.0
2022-01-12,Ice Cream,Desserts,3,5.0
2022-01-12,Lemonade,Drinks,1,3.0
2022-01-12,French Fries,Starters,4,4.0
2022-01-12,Water,Drinks,3,1.0
2022-01-12,Ice Cream,Desserts,2,5.0
2022-01-12,Cheesecake,Desserts,5,7.0
2022-01-12,Garlic Bread,Side Dishes,5,4.0
2022-01-12,Brownie,Desserts,1,6.0
2022-01-12,Chocolate Cake,Desserts,1,6.0
2022-01-12,Coca Cola,Drinks,3,2.5
2022-01-12,Water,Drinks,5,1.0
2022-01-12,Ice Cream,Desserts,3,5.0
2022-01-12,Salmon,Main Dishes,4,18.0
2022-01-12,Water,Drinks,2,1.0
2022-01-12,Coca Cola,Drinks,5,2.5
2022-01-12,Coca Cola,Drinks,4,2.5
2022-01-12,Sweet Potato Fries,Starters,1,5.0
2022-01-13,French Fries,Starters,5,4.0
2022-01-13,Cheesecake,Desserts,5,7.0
2022-01-13,Coca Cola,Drinks,4,2.5
2022-01-13,Steak,Main Dishes,5,20.0
2022-01-13,Sweet Potato Fries,Starters,1,5.0
2022-01-13,Water,Drinks,4,1.0
2022-01-13,Pasta Alfredo,Main Dishes,3,12.0
2022-01-13,Side Salad,Side Dishes,5,3.0
2022-01-13,Beef Chili,Starters,2,7.0
2022-01-13,Sweet Potato Fries,Starters,2,5.0
2022-01-13,Nachos Grande,Starters,5,10.0
2022-01-13,Brownie,Desserts,4,6.0
2022-01-13,Sweet Potato Fries,Starters,1,5.0
2022-01-13,Garlic Bread,Side Dishes,4,4.0
2022-01-13,Grilled Vegetables,Side Dishes,2,5.0
2022-01-13,Pasta Alfredo,Main Dishes,3,12.0
2022-01-13,Chicken Melt,Starters,2,8.0
2022-01-13,Mashed Potatoes,Side Dishes,1,4.0
2022-01-13,Beef Chili,Starters,4,7.0
2022-01-13,Lemonade,Drinks,2,3.0
2022-01-13,Chocolate Cake,Desserts,5,6.0
2022-01-13,French Fries,Starters,1,4.0
2022-01-13,Water,Drinks,5,1.0
2022-01-13,French Fries,Starters,3,4.0
2022-01-13,Beef Chili,Starters,4,7.0
2022-01-13,Cheese Fries,Starters,5,5.0
2022-01-14,Water,Drinks,3,1.0
2022-01-14,Water,Drinks,1,1.0
2022-01-14,Iced Tea,Drinks,3,2.5
2022-01-14,Mashed Potatoes,Side Dishes,4,4.0
2022-01-14,Chocolate Cake,Desserts,4,6.0
2022-01-14,Side Salad,Side Dishes,1,3.0
2022-01-14,Grilled Vegetables,Side Dishes,3,5.0
2022-01-14,Ice Cream,Desserts,2,5.0
2022-01-14,Grilled Vegetables,Side Dishes,1,5.0
2022-01-14,Water,Drinks,3,1.0
2022-01-14,Orange Juice,Drinks,1,3.0
2022-01-14,Orange Juice,Drinks,4,3.0
2022-01-14,Steak,Main Dishes,1,20.0
2022-01-14,Orange Juice,Drinks,2,3.0
2022-01-14,Lemonade,Drinks,3,3.0
2022-01-14,Side Salad,Side Dishes,3,3.0
2022-01-14,Steak,Main Dishes,4,20.0
2022-01-15,Water,Drinks,5,1.0
2022-01-15,Sweet Potato Fries,Starters,5,5.0
2022-01-15,Grilled Chicken,Main Dishes,3,15.0
2022-01-15,Chocolate Cake,Desserts,4,6.0
2022-01-15,Ice Cream,Desserts,4,5.0
2022-01-15,Coca Cola,Drinks,1,2.5
2022-01-15,Mashed Potatoes,Side Dishes,3,4.0
2022-01-15,Brownie,Desserts,5,6.0
2022-01-15,Coca Cola,Drinks,2,2.5
2022-01-15,Steak,Main Dishes,4,20.0
2022-01-15,Ice Cream,Desserts,4,5.0
2022-01-15,Grilled Chicken,Main Dishes,5,15.0
2022-01-15,Mashed Potatoes,Side Dishes,1,4.0
2022-01-15,Ice Cream,Desserts,5,5.0
2022-01-15,Onion Rings,Side Dishes,1,5.0
2022-01-15,Water,Drinks,4,1.0
2022-01-15,Pasta Alfredo,Main Dishes,5,12.0
2022-01-16,Water,Drinks,3,1.0
2022-01-16,Chocolate Cake,Desserts,3,6.0
2022-01-16,Ice Cream,Desserts,5,5.0
2022-01-16,Chicken Melt,Starters,4,8.0
2022-01-16,Water,Drinks,1,1.0
2022-01-16,Steak,Main Dishes,4,20.0
2022-01-16,Garlic Bread,Side Dishes,2,4.0
2022-01-16,Water,Drinks,4,1.0
2022-01-16,Steak,Main Dishes,5,20.0
2022-01-16,Salmon,Main Dishes,5,18.0
2022-01-16,Mashed Potatoes,Side Dishes,3,4.0
2022-01-16,Pasta Alfredo,Main Dishes,3,12.0
2022-01-16,Vegetarian Platter,Main Dishes,5,14.0
2022-01-16,Lemonade,Drinks,4,3.0
2022-01-16,French Fries,Starters,4,4.0
2022-01-16,Coca Cola,Drinks,2,2.5
2022-01-16,Mashed Potatoes,Side Dishes,4,4.0
2022-01-16,Grilled Vegetables,Side Dishes,5,5.0
2022-01-16,Salmon,Main Dishes,2,18.0
2022-01-16,Iced Tea,Drinks,4,2.5
2022-01-16,Sweet Potato Fries,Starters,2,5.0
2022-01-16,Onion Rings,Side Dishes,1,5.0
2022-01-16,Mashed Potatoes,Side Dishes,5,4.0
2022-01-16,Garlic Bread,Side Dishes,2,4.0
2022-01-16,Orange Juice,Drinks,3,3.0
2022-01-17,Chocolate Cake,Desserts,3,6.0
2022-01-17,Mashed Potatoes,Side Dishes,1,4.0
2022-01-17,Coca Cola,Drinks,1,2.5
2022-01-17,Chocolate Cake,Desserts,2,6.0
2022-01-17,Coca Cola,Drinks,3,2.5
2022-01-17,Side Salad,Side Dishes,2,3.0
2022-01-17,Chocolate Cake,Desserts,5,6.0
2022-01-17,French Fries,Starters,3,4.0
2022-01-17,Garlic Bread,Side Dishes,2,4.0
2022-01-17,Ice Cream,Desserts,5,5.0
2022-01-17,Mashed Potatoes,Side Dishes,5,4.0
2022-01-17,Brownie,Desserts,1,6.0
2022-01-17,Chocolate Cake,Desserts,4,6.0
2022-01-17,Pasta Alfredo,Main Dishes,3,12.0
2022-01-17,Chocolate Cake,Desserts,5,6.0
2022-01-17,Garlic Bread,Side Dishes,5,4.0
2022-01-17,Cheese Fries,Starters,3,5.0
2022-01-17,Ice Cream,Desserts,1,5.0
2022-01-17,Chicken Melt,Starters,4,8.0
2022-01-17,French Fries,Starters,5,4.0
2022-01-17,Mashed Potatoes,Side Dishes,2,4.0
2022-01-17,Fruit Salad,Desserts,1,4.0
2022-01-17,Ice Cream,Desserts,1,5.0
2022-01-17,Pasta Alfredo,Main Dishes,2,12.0
2022-01-17,French Fries,Starters,5,4.0
2022-01-17,Brownie,Desserts,3,6.0
2022-01-18,Pasta Alfredo,Main Dishes,4,12.0
2022-01-18,Side Salad,Side Dishes,2,3.0
2022-01-18,Garlic Bread,Side Dishes,3,4.0
2022-01-18,Side Salad,Side Dishes,5,3.0
2022-01-18,Fruit Salad,Desserts,5,4.0
2022-01-18,Grilled Vegetables,Side Dishes,2,5.0
2022-01-18,Ice Cream,Desserts,4,5.0
2022-01-18,Side Salad,Side Dishes,2,3.0
2022-01-18,Coca Cola,Drinks,4,2.5
2022-01-18,Steak,Main Dishes,2,20.0
2022-01-18,Lemonade,Drinks,5,3.0
2022-01-18,French Fries,Starters,2,4.0
2022-01-18,Sweet Potato Fries,Starters,1,5.0
2022-01-18,Brownie,Desserts,3,6.0
2022-01-18,Fruit Salad,Desserts,2,4.0
2022-01-18,Pasta Alfredo,Main Dishes,1,12.0
2022-01-18,Cheese Fries,Starters,3,5.0
2022-01-18,Chocolate Cake,Desserts,5,6.0
2022-01-18,Orange Juice,Drinks,3,3.0
2022-01-18,Pasta Alfredo,Main Dishes,4,12.0
2022-01-18,Mashed Potatoes,Side Dishes,1,4.0
2022-01-18,Mashed Potatoes,Side Dishes,3,4.0
2022-01-19,Steak,Main Dishes,3,20.0
2022-01-19,Chocolate Cake,Desserts,5,6.0
2022-01-19,Orange Juice,Drinks,3,3.0
2022-01-19,Mashed Potatoes,Side Dishes,4,4.0
2022-01-19,Mashed Potatoes,Side Dishes,1,4.0
2022-01-19,Coca Cola,Drinks,4,2.5
2022-01-19,Lemonade,Drinks,1,3.0
2022-01-19,Ice Cream,Desserts,5,5.0
2022-01-19,Grilled Chicken,Main Dishes,2,15.0
2022-01-19,Iced Tea,Drinks,4,2.5
2022-01-19,Cheese Fries,Starters,5,5.0
2022-01-19,Fruit Salad,Desserts,1,4.0
2022-01-19,Garlic Bread,Side Dishes,2,4.0
2022-01-19,Coca Cola,Drinks,1,2.5
2022-01-19,Chicken Melt,Starters,2,8.0
2022-01-19,Garlic Bread,Side Dishes,2,4.0
2022-01-19,French Fries,Starters,1,4.0
2022-01-19,Garlic Bread,Side Dishes,4,4.0
2022-01-19,French Fries,Starters,3,4.0
2022-01-19,Chicken Melt,Starters,3,8.0
2022-01-19,Pasta Alfredo,Main Dishes,5,12.0
2022-01-19,Chocolate Cake,Desserts,3,6.0
2022-01-19,Side Salad,Side Dishes,1,3.0
2022-01-20,Mashed Potatoes,Side Dishes,1,4.0
2022-01-20,Iced Tea,Drinks,4,2.5
2022-01-20,Chicken Melt,Starters,4,8.0
2022-01-20,Sweet Potato Fries,Starters,1,5.0
2022-01-20,Cheese Fries,Starters,4,5.0
2022-01-20,French Fries,Starters,4,4.0
2022-01-20,Mashed Potatoes,Side Dishes,4,4.0
2022-01-20,Ice Cream,Desserts,3,5.0
2022-01-20,Brownie,Desserts,1,6.0
2022-01-20,Chicken Melt,Starters,4,8.0
2022-01-20,Salmon,Main Dishes,3,18.0
2022-01-20,Steak,Main Dishes,2,20.0
2022-01-20,French Fries,Starters,3,4.0
2022-01-20,Side Salad,Side Dishes,3,3.0
2022-01-20,Chocolate Cake,Desserts,4,6.0
2022-01-20,Cheesecake,Desserts,4,7.0
2022-01-20,Orange Juice,Drinks,3,3.0
2022-01-20,Beef Chili,Starters,4,7.0
2022-01-20,Chicken Melt,Starters,4,8.0
2022-01-20,Steak,Main Dishes,3,20.0
2022-01-20,Salmon,Main Dishes,4,18.0
2022-01-20,Water,Drinks,2,1.0
2022-01-20,French Fries,Starters,4,4.0
2022-01-20,Orange Juice,Drinks,4,3.0
2022-01-21,Grilled Chicken,Main Dishes,3,15.0
2022-01-21,Mashed Potatoes,Side Dishes,4,4.0
2022-01-21,French Fries,Starters,4,4.0
2022-01-21,Steak,Main Dishes,4,20.0
2022-01-21,French Fries,Starters,2,4.0
2022-01-21,Coca Cola,Drinks,2,2.5
2022-01-21,Side Salad,Side Dishes,3,3.0
2022-01-21,Orange Juice,Drinks,1,3.0
2022-01-21,Fruit Salad,Desserts,1,4.0
2022-01-21,Mashed Potatoes,Side Dishes,1,4.0
2022-01-21,Ice Cream,Desserts,2,5.0
2022-01-21,Orange Juice,Drinks,2,3.0
2022-01-21,Ice Cream,Desserts,1,5.0
2022-01-21,Nachos Grande,Starters,5,10.0
2022-01-21,Chocolate Cake,Desserts,2,6.0
2022-01-21,Pasta Alfredo,Main Dishes,4,12.0
2022-01-22,Cheesecake,Desserts,3,7.0
2022-01-22,Pasta Alfredo,Main Dishes,2,12.0
2022-01-22,Onion Rings,Side Dishes,4,5.0
2022-01-22,Water,Drinks,3,1.0
2022-01-22,Pasta Alfredo,Main Dishes,5,12.0
2022-01-22,Onion Rings,Side Dishes,4,5.0
2022-01-22,Mashed Potatoes,Side Dishes,1,4.0
2022-01-22,Salmon,Main Dishes,5,18.0
2022-01-22,Brownie,Desserts,2,6.0
2022-01-22,Cheesecake,Desserts,3,7.0
2022-01-22,Water,Drinks,5,1.0
2022-01-22,Salmon,Main Dishes,4,18.0
2022-01-22,Iced Tea,Drinks,2,2.5
2022-01-22,Grilled Chicken,Main Dishes,4,15.0
2022-01-22,Water,Drinks,5,1.0
2022-01-22,Side Salad,Side Dishes,5,3.0
2022-01-22,Iced Tea,Drinks,2,2.5
2022-01-22,Sweet Potato Fries,Starters,2,5.0
2022-01-22,Side Salad,Side Dishes,5,3.0
2022-01-23,Coca Cola,Drinks,3,2.5
2022-01-23,Side Salad,Side Dishes,5,3.0
2022-01-23,Side Salad,Side Dishes,3,3.0
2022-01-23,Steak,Main Dishes,5,20.0
2022-01-23,Beef Chili,Starters,2,7.0
2022-01-23,Coca Cola,Drinks,3,2.5
2022-01-23,French Fries,Starters,2,4.0
2022-01-23,Side Salad,Side Dishes,1,3.0
2022-01-23,Side Salad,Side Dishes,1,3.0
2022-01-23,Cheesecake,Desserts,5,7.0
2022-01-23,Cheese Fries,Starters,3,5.0
2022-01-23,Coca Cola,Drinks,2,2.5
2022-01-23,Pasta Alfredo,Main Dishes,1,12.0
2022-01-23,Lemonade,Drinks,5,3.0
2022-01-23,Cheese Fries,Starters,4,5.0
2022-01-23,Salmon,Main Dishes,3,18.0
2022-01-23,Cheese Fries,Starters,4,5.0
2022-01-23,Vegetarian Platter,Main Dishes,4,14.0
2022-01-23,Water,Drinks,2,1.0
2022-01-23,Pasta Alfredo,Main Dishes,5,12.0
2022-01-23,Ice Cream,Desserts,5,5.0
2022-01-23,Ice Cream,Desserts,5,5.0
2022-01-23,Ice Cream,Desserts,1,5.0
2022-01-23,Side Salad,Side Dishes,4,3.0
2022-01-23,Coca Cola,Drinks,1,2.5
2022-01-24,Fruit Salad,Desserts,5,4.0
2022-01-24,Onion Rings,Side Dishes,5,5.0
2022-01-24,Side Salad,Side Dishes,1,3.0
2022-01-24,Mashed Potatoes,Side Dishes,3,4.0
2022-01-24,Salmon,Main Dishes,3,18.0
2022-01-24,Chocolate Cake,Desserts,1,6.0
2022-01-24,Onion Rings,Side Dishes,2,5.0
2022-01-24,Water,Drinks,4,1.0
2022-01-24,Pasta Alfredo,Main Dishes,5,12.0
2022-01-24,Onion Rings,Side Dishes,4,5.0
2022-01-24,Chicken Melt,Starters,3,8.0
2022-01-24,Pasta Alfredo,Main Dishes,5,12.0
2022-01-24,Fruit Salad,Desserts,3,4.0
2022-01-24,Orange Juice,Drinks,2,3.0
2022-01-24,Garlic Bread,Side Dishes,5,4.0
2022-01-24,Water,Drinks,5,1.0
2022-01-24,Water,Drinks,3,1.0
2022-01-24,Beef Chili,Starters,4,7.0
2022-01-24,Salmon,Main Dishes,3,18.0
2022-01-24,Beef Chili,Starters,2,7.0
2022-01-24,Lemonade,Drinks,1,3.0
2022-01-24,Steak,Main Dishes,3,20.0
2022-01-24,Steak,Main Dishes,5,20.0
2022-01-24,Grilled Vegetables,Side Dishes,4,5.0
2022-01-24,Pasta Alfredo,Main Dishes,1,12.0
2022-01-24,Coca Cola,Drinks,2,2.5
2022-01-24,Chicken Melt,Starters,5,8.0
2022-01-24,Coca Cola,Drinks,1,2.5
2022-01-24,Beef Chili,Starters,2,7.0
2022-01-25,Ice Cream,Desserts,5,5.0
2022-01-25,Ice Cream,Desserts,2,5.0
2022-01-25,Orange Juice,Drinks,2,3.0
2022-01-25,French Fries,Starters,3,4.0
2022-01-25,Water,Drinks,5,1.0
2022-01-25,Cheesecake,Desserts,1,7.0
2022-01-25,Cheesecake,Desserts,2,7.0
2022-01-25,Brownie,Desserts,1,6.0
2022-01-25,Pasta Alfredo,Main Dishes,3,12.0
2022-01-25,Coca Cola,Drinks,3,2.5
2022-01-25,Salmon,Main Dishes,3,18.0
2022-01-25,Vegetarian Platter,Main Dishes,4,14.0
2022-01-25,Water,Drinks,1,1.0
2022-01-25,Coca Cola,Drinks,2,2.5
2022-01-25,Brownie,Desserts,1,6.0
2022-01-25,Iced Tea,Drinks,4,2.5
2022-01-25,Grilled Chicken,Main Dishes,5,15.0
2022-01-25,Onion Rings,Side Dishes,2,5.0
2022-01-25,Grilled Chicken,Main Dishes,1,15.0
2022-01-25,Cheesecake,Desserts,3,7.0
2022-01-26,Ice Cream,Desserts,4,5.0
